,,,水分,単糖当量,でん粉,ぶどう糖,果糖,ガラクトース,しょ糖,麦芽糖,乳糖,トレハロース,計,ソルビトール,マンニトール,備考
1116,172,こめ ［うるち米製品］ 米こうじ,33.0,60.3,44.3,11.4,0,0,0,0.3,-,-,55.9,-,-,
1117,173,こめ ［もち米製品］ もち,44.5,50.0,45.5,0,0,-,0,0,0,0,45.5,-,-,
1118,174,こめ ［もち米製品］ 赤飯,53.0,-41.0,-37.1,0,-,-,-0.2,0,0,0,-37.3,-,-,"別名： おこわ、こわめし
原材料配合割合： もち米100、ささげ10
01154水稲めし精白米もち米及び04018ささげゆでから推計"
1119,175,こめ ［もち米製品］ あくまき,69.5,-29.0,-26.3,Tr,-,-,Tr,0,0,0,-26.4,-,-,01154水稲めしもち米から推計
1120,176,こめ ［もち米製品］ 白玉粉,12.5,84.2,76.5,Tr,-,-,Tr,0,0,0,76.5,-,-,別名：寒晒し粉（かんざらし）
1121,177,こめ ［もち米製品］ 道明寺粉,11.6,-85.1,-77.3,Tr,-,-,Tr,0,0,0,-77.3,-,-,01120白玉粉から推計
1161,178,こめ ［その他］ 米ぬか,10.3,27.5,18.4,0.1,Tr,-,6.8,Tr,0,0,25.3,-,-,
1122,179,そば そば粉 全層粉,13.5,70.2,62.7,0.1,Tr,0,1.1,0,0,0,63.9,-,-,"表層粉の一部を除いたもの
別名： 挽きぐるみ"
1123,180,そば そば粉 内層粉,14.0,81.2,73.5,Tr,Tr,-,0.2,0,0,0,73.8,-,-,別名： さらしな粉、ごぜん粉
1124,181,そば そば粉 中層粉,13.5,71.3,63.9,Tr,Tr,-,1.0,0,0,0,64.9,-,-,
1125,182,そば そば粉 表層粉,13.0,45.5,38.9,0.1,0.1,-,2.3,Tr,0,0,41.5,-,-,
1126,183,そば そば米,12.8,-70.8,-63.2,-0.1,Tr,0,-1.1,0,0,0,-64.4,-,-,"別名： そばごめ、むきそば
01122そば粉全層粉から推計"
1127,184,そば そば 生,33.0,-56.4,-50.9,Tr,0,0,-0.3,-0.1,0,0,-51.3,-,-,"別名： そば切り
小麦製品を原材料に含む
原材料配合割合から推計"
1128,185,そば そば ゆで,68.0,-27.0,-24.3,Tr,0,0,-0.2,Tr,0,0,-24.5,-,-,"別名： そば切り
原材料配合割合から推計"
1197,186,そば そば 半生そば,23.0,-64.9,-58.5,Tr,0,Tr,-0.4,0,0,0,-59.0,-0.1,0,原材料配合割合から推計
1129,187,そば 干しそば 乾,14.0,-72.4,-65.3,Tr,Tr,0,-0.4,-0.1,0,0,-65.9,-,-,"原材料配合割合： 小麦粉65、そば粉35
原材料配合割合から推計"
1130,188,そば 干しそば ゆで,72.0,-23.6,-21.3,Tr,0,0,-0.1,Tr,0,0,-21.5,-,-,原材料配合割合から推計
1131,189,とうもろこし 玄穀 黄色種,14.5,71.2,63.4,0.2,0.1,0,1.1,0,0,0,64.8,-,-,別名： とうきび
1162,190,とうもろこし 玄穀 白色種,14.5,-71.2,-63.4,-0.2,-0.1,0,-1.1,0,0,0,-64.8,-,-,"別名： とうきび
01131とうもうろこし黄色種から推計"
1132,191,とうもろこし コーンミール 黄色種,14.0,-79.7,-71.0,-0.5,-0.2,0,-0.7,-0.2,0,0,-72.5,-,-,"別名： とうきび
歩留り： 75～80 %
米国成分表から推計"
1163,192,とうもろこし コーンミール 白色種,14.0,-79.7,-71.0,-0.5,-0.2,0,-0.7,-0.2,0,0,-72.5,-,-,"別名： とうきび
歩留り： 75～80 %
米国成分表から推計"
1133,193,とうもろこし コーングリッツ 黄色種,14.0,82.3,74.3,0.1,0.1,-,0.2,0,0,0,74.8,-,-,"別名： とうきび
歩留り： 44～55 %"
1164,194,とうもろこし コーングリッツ 白色種,14.0,-82.3,-74.3,-0.1,-0.1,-,-0.2,0,0,0,-74.8,-,-,"別名： とうきび
歩留り： 44～55 %
01133コーングリッツ黄色種から推計"
1134,195,とうもろこし コーンフラワー 黄色種,14.0,-79.7,-71.0,-0.5,-0.2,0,-0.7,-0.2,0,0,-72.5,-,-,"別名： とうきび
歩留り： 4～12 %
米国成分表から推計"
1165,196,とうもろこし コーンフラワー 白色種,14.0,-79.7,-71.0,-0.5,-0.2,0,-0.7,-0.2,0,0,-72.5,-,-,"別名： とうきび
歩留り： 4～12 %
米国成分表から推計"
1136,198,とうもろこし ポップコーン,4.0,-59.5,-53.5,Tr,Tr,0,-0.6,0,0,0,-54.1,-,-,"別名： とうきび
英国成分表から推計"
1137,199,とうもろこし コーンフレーク,4.5,-89.9,-75.1,-1.7,-1.5,0,-3.9,Tr,0,0,-82.2,-,-,"別名： とうきび
英国成分表から推計"
1139,201,ひえ 精白粒,12.9,77.9,70.5,Tr,0,-,0.3,0,0,0,70.8,-,-,歩留り： 55～60 %
1140,202,もろこし 玄穀,12.0,65.6,58.8,0.1,0.1,-,0.7,0,0,0,59.7,-,-,別名： こうりゃん、ソルガム、たかきび、マイロ
1141,203,もろこし 精白粒,12.5,72.0,64.9,0.1,Tr,-,0.5,0,0,0,65.4,-,-,"別名： こうりゃん、ソルガム、たかきび、マイロ
歩留り： 70～80 %"
1142,204,ライむぎ 全粒粉,12.5,61.2,54.5,0.1,0.1,-,1.0,0.1,0,0,55.7,-,-,別名：黒麦（くろむぎ）
1143,205,ライむぎ ライ麦粉,13.5,64.4,57.7,0.1,0.1,-,0.6,0.1,0,0,58.6,-,-,"別名黒麦（くろむぎ）
歩留り： 65～75 %"
2068,206,＜いも類＞ アメリカほどいも 塊根 生,56.5,33.3,26.0,0.1,0.1,0,4.2,0.1,-,-,30.5,-,-,"別名： アピオス
廃棄部位： 表層及び両端"
2069,207,＜いも類＞ アメリカほどいも 塊根 ゆで,57.1,30.4,23.0,0.1,0.2,-,4.6,0.1,-,-,27.9,-,-,"別名： アピオス
廃棄部位： 表皮、剥皮の際に表皮に付着する表層及び両端"
2001,208,＜いも類＞ きくいも 塊茎 生,81.7,-2.8,-0.3,-0.4,-0.4,-,-1.7,0,0,-,-2.7,-,-,"廃棄部位： 表層
豪州成分表から推計"
2041,209,＜いも類＞ きくいも 塊茎 水煮,85.4,-2.2,-0.2,-0.3,-0.3,-,-1.3,0,0,-,-2.1,-,-,豪州成分表から推計
2045,217,＜いも類＞ （さつまいも類） さつまいも 塊根 皮つき 生,64.6,31.0,24.1,0.7,0.5,-,3.0,0.1,0,0,28.4,-,-,"別名： かんしょ（甘藷）
廃棄部位： 両端"
2046,218,＜いも類＞ （さつまいも類） さつまいも 塊根 皮つき 蒸し,64.2,31.1,14.5,0.6,0.4,-,3.1,10.3,0,0,28.9,-,-,"別名： かんしょ（甘藷）
廃棄部位： 両端"
2047,219,＜いも類＞ （さつまいも類） さつまいも 塊根 皮つき 天ぷら,52.4,36.3,23.6,0.6,0.5,-,3.1,5.7,-,-,33.5,-,-,別名： かんしょ（甘藷）
2006,220,＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 生,65.6,30.9,24.5,0.6,0.4,-,2.7,0.1,0,0,28.3,-,-,"別名： かんしょ（甘藷）
廃棄部位： 表層及び両端（表皮の割合： 2 %）"
2007,221,＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 蒸し,65.6,32.6,17.5,0.5,0.4,-,2.6,9.2,0,0,30.3,-,-,"別名： かんしょ（甘藷）
廃棄部位： 表皮及び両端"
2008,222,＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 焼き,58.1,36.7,13.1,0.4,0.4,-,4.7,15.8,0,0,34.4,-,-,"別名： かんしょ（甘藷）、石焼き芋
廃棄部位： 表層"
2009,223,＜いも類＞ （さつまいも類） さつまいも 蒸し切干,22.2,66.5,21.8,2.6,2.2,-,11.5,24.4,0,0,62.5,-,-,別名： かんしょ（甘藷）、乾燥いも、干しいも
2048,224,＜いも類＞ （さつまいも類） むらさきいも 塊根 皮なし 生,66.0,29.9,22.7,0.8,0.7,-,3.3,0,0,0,27.5,-,-,"別名： かんしょ（甘藷）
廃棄部位： 表層及び両端"
2049,225,＜いも類＞ （さつまいも類） むらさきいも 塊根 皮なし 蒸し,66.2,29.2,13.6,0.7,0.6,-,3.3,9.0,0,0,27.2,-,-,"別名： かんしょ（甘藷）
廃棄部位： 表皮及び両端"
2010,226,＜いも類＞ （さといも類） さといも 球茎 生,84.1,11.2,8.7,0.3,0.4,-,0.9,Tr,0,0,10.3,-,-,廃棄部位： 表層
2011,227,＜いも類＞ （さといも類） さといも 球茎 水煮,84.0,11.1,8.9,0.2,0.3,-,0.8,0,0,0,10.2,-,-,
2012,228,＜いも類＞ （さといも類） さといも 球茎 冷凍,80.9,13.7,11.3,0.1,0.1,-,0.5,0.5,0,0,12.5,-,-,
2050,229,＜いも類＞ （さといも類） セレベス 球茎 生,76.4,17.1,14.5,0.1,0.1,-,0.9,Tr,0,0,15.6,-,-,"別名： あかめいも
廃棄部位： 表層"
2051,230,＜いも類＞ （さといも類） セレベス 球茎 水煮,77.5,16.6,14.3,Tr,0.1,-,0.8,Tr,0,0,15.2,-,-,別名： あかめいも
2052,231,＜いも類＞ （さといも類） たけのこいも 球茎 生,73.4,20.4,17.0,0.1,0.2,-,1.1,0.1,0,0,18.6,-,-,"別名： 京いも
廃棄部位： 表層"
2053,232,＜いも類＞ （さといも類） たけのこいも 球茎 水煮,75.4,19.2,16.3,0.1,0.1,-,1.1,0,0,0,17.6,-,-,別名： 京いも
2013,233,＜いも類＞ （さといも類） みずいも 球茎 生,70.5,25.3,21.7,0.2,0.1,-,1.0,0.1,0,0,23.1,-,-,"別名： 田芋
廃棄部位： 表層及び両端"
2014,234,＜いも類＞ （さといも類） みずいも 球茎 水煮,72.0,24.1,20.9,0.1,Tr,-,0.9,0,0,0,22.0,-,-,別名： 田芋
2015,235,＜いも類＞ （さといも類） やつがしら 球茎 生,74.5,20.2,17.4,Tr,Tr,-,0.8,Tr,0,0,18.4,-,-,廃棄部位： 表層
2016,236,＜いも類＞ （さといも類） やつがしら 球茎 水煮,75.6,19.9,17.4,Tr,Tr,-,0.7,0.1,0,0,18.2,-,-,
2063,237,＜いも類＞ じゃがいも 塊茎 皮つき 生,81.1,15.5,13.4,0.3,0.2,-,0.2,0,0,0,14.2,0,-,"別名： ばれいしょ（馬鈴薯）
廃棄部位： 損傷部及び芽
ソルビトールは豪州成分表から推計"
2064,238,＜いも類＞ じゃがいも 塊茎 皮つき 電子レンジ調理,77.6,17.1,14.9,0.3,0.2,-,0.3,0,0,0,15.6,0,-,"別名： ばれいしょ（馬鈴薯）
損傷部及び芽を除いたもの
ソルビトールは豪州成分表から推計"
2065,239,＜いも類＞ じゃがいも 塊茎 皮つき フライドポテト （生を揚げたもの）,65.2,23.6,19.8,0.7,0.7,-,0.4,0,0,0,21.6,0,-,"別名： ばれいしょ（馬鈴薯）
損傷部及び芽を除いたもの
ソルビトールは豪州成分表から推計"
2017,240,＜いも類＞ じゃがいも 塊茎 皮なし 生,79.8,17.0,14.7,0.3,0.2,-,0.3,0,0,0,15.5,0,-,"別名： ばれいしょ（馬鈴薯）
廃棄部位： 表層
ソルビトールは豪州成分表から推計"
2019,241,＜いも類＞ じゃがいも 塊茎 皮なし 水煮,80.6,16.0,13.9,0.2,0.2,-,0.2,Tr,0,0,14.6,0,-,"別名： ばれいしょ（馬鈴薯）
表層を除いたもの
ソルビトールは豪州成分表から推計"
2018,242,＜いも類＞ じゃがいも 塊茎 皮なし 蒸し,78.8,16.6,14.4,0.3,0.2,-,0.3,0,0,0,15.1,0,-,"別名： ばれいしょ（馬鈴薯）
廃棄部位： 表皮
ソルビトールは豪州成分表から推計"
2066,243,＜いも類＞ じゃがいも 塊茎 皮なし 電子レンジ調理,78.0,17.4,15.1,0.3,0.2,-,0.3,0,0,0,15.9,0,-,"別名： ばれいしょ（馬鈴薯）
廃棄部位： 表皮
ソルビトールは豪州成分表から推計"
2067,244,＜いも類＞ じゃがいも 塊茎 皮なし フライドポテト （生を揚げたもの）,64.2,25.1,21.0,0.8,0.7,-,0.4,0,0,0,23.0,0,-,"別名： ばれいしょ（馬鈴薯）
表層を除いたもの
ソルビトールは豪州成分表から推計"
2020,245,＜いも類＞ じゃがいも 塊茎 皮なし フライドポテト （市販冷凍食品を揚げたもの）,52.9,-27.5,-24.6,-0.1,0,0,-0.2,0,0,-,-25.0,0,-,"別名： ばれいしょ（馬鈴薯）
米国成分表から推計。ソルビトールは豪州成分表から推計"
2021,246,＜いも類＞ じゃがいも 乾燥マッシュポテト,7.5,73.5,63.9,1.0,0.9,-,1.2,0,0,0,67.1,0,-,"別名： ばれいしょ（馬鈴薯）
ソルビトールは豪州成分表から推計"
2054,247,＜いも類＞ ヤーコン 塊根 生,86.3,0.5,-,0.1,0.1,-,0.3,-,-,-,0.5,-,-,廃棄部位： 表層及び両端
2022,249,＜いも類＞ （やまのいも類） ながいも いちょういも 塊根 生,71.1,23.6,20.2,0.4,0.4,-,0.5,0,0,0,21.5,-,-,"別名： やまいも、手いも
廃棄部位： 表層"
2023,250,＜いも類＞ （やまのいも類） ながいも ながいも 塊根 生,82.6,14.1,11.8,0.4,0.5,-,0.2,Tr,0,0,12.9,-,-,"別名： やまいも
廃棄部位： 表層、ひげ根及び切り口"
2024,251,＜いも類＞ （やまのいも類） ながいも ながいも 塊根 水煮,84.2,12.9,11.0,0.3,0.4,-,0.2,Tr,0,0,11.8,-,-,別名： やまいも
2025,252,＜いも類＞ （やまのいも類） ながいも やまといも 塊根 生,66.7,26.9,23.4,0.3,0.3,-,0.6,0,0,0,24.5,-,-,"別名： やまいも
伊勢いも、丹波いもを含む
廃棄部位： 表層及びひげ根"
2026,253,＜いも類＞ （やまのいも類） じねんじょ 塊根 生,68.8,25.7,22.7,0.2,0.2,-,0.4,0,0,0,23.4,-,-,"別名： やまいも
廃棄部位： 表層及びひげ根"
2027,254,＜いも類＞ （やまのいも類） だいじょ 塊根 生,71.2,23.7,20.6,0.1,0.2,-,0.7,0,0,0,21.6,-,-,"別名： やまいも、だいしょ
廃棄部位： 表層"
2070,255,＜でん粉・でん粉製品＞ （でん粉類） おおうばゆりでん粉,16.2,88.3,80.2,0,0,0,0,0,-,-,80.2,-,-,
2028,256,＜でん粉・でん粉製品＞ （でん粉類） キャッサバでん粉,14.2,-93.8,-85.3,0,0,0,0,0,0,0,-85.3,-,-,"別名： タピオカ
炭水化物と食物繊維総量の差が全てでん粉であると仮定して推計"
2029,257,＜でん粉・でん粉製品＞ （でん粉類） くずでん粉,13.9,-94.2,-85.6,0,0,0,0,0,0,0,-85.6,-,-,"別名： くず粉
炭水化物と食物繊維総量の差が全てでん粉であると仮定して推計"
2030,258,＜でん粉・でん粉製品＞ （でん粉類） 米でん粉,9.7,-98.2,-89.3,0,0,0,0,0,0,0,-89.3,-,-,炭水化物と食物繊維総量の差が全てでん粉であると仮定して推計
2031,259,＜でん粉・でん粉製品＞ （でん粉類） 小麦でん粉,13.1,-94.6,-86.0,0,0,0,0,0,0,0,-86.0,-,-,炭水化物と食物繊維総量の差が全てでん粉であると仮定して推計
2032,260,＜でん粉・でん粉製品＞ （でん粉類） サゴでん粉,13.4,-94.7,-86.1,0,0,0,0,0,0,0,-86.1,-,-,炭水化物と食物繊維総量の差が全てでん粉であると仮定して推計
2033,261,＜でん粉・でん粉製品＞ （でん粉類） さつまいもでん粉,17.5,-90.2,-82.0,0,0,0,0,0,0,0,-82.0,-,-,"別名： かんしょ（甘藷）でん粉
炭水化物と食物繊維総量の差が全てでん粉であると仮定して推計"
2034,262,＜でん粉・でん粉製品＞ （でん粉類） じゃがいもでん粉,18.0,-89.8,-81.6,0,0,0,0,0,0,0,-81.6,-,-,"別名： ばれいしょ（馬鈴薯）でん粉、かたくり粉
炭水化物と食物繊維総量の差が全てでん粉であると仮定して推計"
2035,263,＜でん粉・でん粉製品＞ （でん粉類） とうもろこしでん粉,12.8,-94.9,-86.3,0,0,0,0,0,0,0,-86.3,-,-,"別名： コーンスターチ
炭水化物と食物繊維総量の差が全てでん粉であると仮定して推計"
2036,264,＜でん粉・でん粉製品＞ （でん粉製品） くずきり 乾,11.8,89.6,81.5,0,0,-,0,0,0,0,81.5,-,-,
2037,265,＜でん粉・でん粉製品＞ （でん粉製品） くずきり ゆで,66.5,32.4,29.4,0,0,-,0,0,0,0,29.4,-,-,
2056,266,＜でん粉・でん粉製品＞ （でん粉製品） ごま豆腐,84.8,-7.8,-6.5,-0.5,0,0,Tr,-0.1,0,0,-7.2,-,-,原材料配合割合から推計
2039,272,＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 緑豆はるさめ 乾,11.8,88.5,80.4,0,0,-,0,0,0,0,80.4,-,-,主原料： 緑豆でん粉
2061,273,＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 緑豆はるさめ ゆで,79.3,19.8,18.0,0,0,-,0,0,0,0,18.0,-,-,
2040,274,＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 普通はるさめ 乾,12.9,86.1,78.2,0,0,-,0,0,0,0,78.2,-,-,主原材料： じゃがいもでん粉、さつまいもでん粉
2062,275,＜でん粉・でん粉製品＞ （でん粉製品） はるさめ 普通はるさめ ゆで,80.0,19.7,17.9,0,0,-,0,0,0,0,17.9,-,-,
3001,276,（砂糖類） 黒砂糖,4.4,93.2,0,0.6,1.0,-,87.3,Tr,0,0,88.9,-,-,別名： 黒糖
3030,277,（砂糖類） てんさい含蜜糖,2.0,89.7,-,0.1,0.1,-,85.1,-,-,-,85.4,-,-,"ラフィノース： 4.7 g
1-ケストース： 0.6 g"
3002,278,（砂糖類） 和三盆糖,0.3,-104.5,0,-0.8,-0.8,-,-98.0,0,0,0,-99.6,-,-,03004三温糖から推計
3003,279,（砂糖類） 車糖 上白糖,0.7,104.2,0,0.7,0.7,-,97.9,0,0,0,99.3,-,-,"別名： ソフトシュガー
精糖工業会提供資料からしょ糖及び還元糖（ぶどう糖・果糖）の成分値を推計"
3004,280,（砂糖類） 車糖 三温糖,0.9,103.9,0,0.8,0.8,-,97.4,0,0,0,99.0,-,-,"別名： ソフトシュガー
精糖工業会提供資料からしょ糖及び還元糖（ぶどう糖・果糖）の成分値を推計"
3005,281,（砂糖類） ざらめ糖 グラニュー糖,Tr,-104.9,0,Tr,Tr,-,-99.9,0,0,0,-99.9,-,-,"別名： ハードシュガー
精糖工業会提供資料からしょ糖及び還元糖（ぶどう糖・果糖）の成分値を推計"
3006,282,（砂糖類） ざらめ糖 白ざら糖,Tr,-104.9,0,0,0,0,-99.9,0,0,0,-99.9,-,-,"別名： 上ざら糖
精糖工業会提供資料からしょ糖及び還元糖（ぶどう糖・果糖）の成分値を推計"
3007,283,（砂糖類） ざらめ糖 中ざら糖,Tr,-104.8,0,0,0,0,-99.8,0,0,0,-99.8,-,-,"別名： 黄ざら糖
精糖工業会提供資料からしょ糖及び還元糖（ぶどう糖・果糖）の成分値を推計"
3008,284,（砂糖類） 加工糖 角砂糖,Tr,-104.9,0,Tr,Tr,0,-99.9,0,0,0,-99.9,-,-,精糖工業会提供資料からしょ糖及び還元糖（ぶどう糖・果糖）の成分値を推計
3009,285,（砂糖類） 加工糖 氷砂糖,Tr,-104.9,0,Tr,Tr,0,-99.9,0,0,0,-99.9,-,-,"別名： 氷糖
精糖工業会提供資料からしょ糖及び還元糖（ぶどう糖・果糖）の成分値を推計"
3010,286,（砂糖類） 加工糖 コーヒーシュガー,0.1,104.9,0,Tr,Tr,-,99.9,0,0,0,99.9,-,-,
3011,287,（砂糖類） 加工糖 粉糖,0.3,-104.7,0,0,0,0,-99.7,0,0,0,-99.7,-,-,"別名： 粉砂糖
か（顆）粒糖を含む
炭水化物が全てしょ糖であると仮定して推計"
3012,288,（砂糖類） 液糖 しょ糖型液糖,32.1,-71.3,0,Tr,Tr,0,-67.8,0,0,0,-67.9,-,-,精糖工業会提供資料からしょ糖及び還元糖（ぶどう糖・果糖）の成分値を推計
3013,289,（砂糖類） 液糖 転化型液糖,23.4,-78.5,0,-19.9,-18.6,0,-38.1,0,0,0,-76.6,-,-,精糖工業会提供資料からしょ糖及び還元糖（ぶどう糖・果糖）の成分値を推計
3031,291,（でん粉糖類） 還元麦芽糖,0,0,0,0,0,-,0,0,-,-,0,Tr,-,"別名： マルチトール
マルチトール： 98.9 g"
3032,292,（でん粉糖類） 還元水あめ,30.1,20.3†,6.2†,0,0,-,0,0,-,-,18.5†,16.4,-,"80%エタノール可溶性のマルトデキストリン： 12.3 g† 
マルチトール： 19.6 g
マルトトリイトール： 8.2 g
 † は規定法による測定値"
3015,293,（でん粉糖類） 粉あめ,3.0,105.9,19.8,3.0,0.1,-,-,9.4,-,-,97.0,-,-,80 %エタノールに可溶性のマルトデキストリン： 64.7 g
3024,294,（でん粉糖類） 水あめ 酵素糖化,15.0,91.3,1.6,2.5,0.1,-,0,38.5,0,0,85.0,-,-,80 %エタノールに可溶性のマルトデキストリン： 42.3 g
3025,295,（でん粉糖類） 水あめ 酸糖化,15.0,91.0,1.1,18.2,0.3,-,0,12.9,0,0,85.0,-,-,80 %エタノールに可溶性のマルトデキストリン： 52.4 g
3017,296,（でん粉糖類） ぶどう糖 全糖,9.0,-91.3,0,-85.5,0,0,0,-2.7,0,0,-91.0,-,-,日本農林規格の測定方法の特性を考慮して、炭水化物の94 %がぶどう糖、6 %が麦芽糖として推計
3018,297,（でん粉糖類） ぶどう糖 含水結晶,8.7,-91.3,0,-91.3,0,0,0,0,0,0,-91.3,-,-,炭水化物が全てぶどう糖であると仮定して推計
3019,298,（でん粉糖類） ぶどう糖 無水結晶,0.3,-99.7,0,-99.7,0,0,0,0,0,0,-99.7,-,-,炭水化物が全てぶどう糖であると仮定して推計
3020,299,（でん粉糖類） 果糖,0.1,-99.9,0,0,-99.9,0,0,0,0,0,-99.9,-,-,炭水化物が全て果糖であると仮定して推計
3026,300,（でん粉糖類） 異性化液糖 ぶどう糖果糖液糖,25.0,75.5,0,40.8,26.7,-,0,0.9,0,0,75.0,-,-,"果糖含有率 50 %未満のもの
マルトトリオース等のオリゴ糖類： 6.6 g"
3027,301,（でん粉糖類） 異性化液糖 果糖ぶどう糖液糖,25.0,75.5,0,28.3,39.4,-,0,0.7,0,0,75.0,-,-,"果糖含有率 50 %以上 90 %未満のもの
マルトトリオース等のオリゴ糖類： 6.5 g"
3028,302,（でん粉糖類） 異性化液糖 高果糖液糖,25.0,75.3,0,0.9,69.5,-,0,0,0,0,75.0,-,-,"果糖含有率 90 %以上のもの
マルトトリオース等のオリゴ糖類： 4.6 g"
3029,303,（その他） 黒蜜,46.5,-52.2,0,-0.3,-0.5,-,-48.8,Tr,0,0,-49.7,-,-,03001黒砂糖から推計
3022,304,（その他） はちみつ,17.6,75.3,0,33.2,39.7,-,0.3,1.5,0,0,75.2,-,-,イソマルトース： 0.5 g
4001,306,あずき 全粒 乾,14.2,46.5,41.7,0,0,Tr,0.6,0,0,0,42.3,-,-,
4002,307,あずき 全粒 ゆで,63.9,18.2,16.4,0,0,-,0.1,0,0,0,16.5,-,-,
4003,308,あずき ゆで小豆缶詰,45.3,47.7,10.8,0.2,0.2,-,33.7,0,-,-,44.9,-,-,液汁を含む
4004,309,あずき あん こし生あん,62.0,26.0,23.6,0,0,-,0,0,0,0,23.6,-,-,
4005,310,あずき あん さらしあん （乾燥あん）,7.8,52.4,47.4,0,0,-,0.3,0,0,0,47.7,-,-,
